Cities,State,Temp High °F,Temp Low °F,Year,Temp High °C,Temp Low °C,Days to 0 °F,Days 32 °F or below,Days rose to 70 °F,Days  rose to 90 °F,Precipitation Days,Percipitation Inches,Percipitation Milli­metres,Snow Days,Snow Inches,Snow Centi­metres,weather measurements made at,Lat,Lng
Memphis,TN,75,56,2016,24,13,0,36,240,96,115,61.6,1565,0,0.3,1,Memphis International Airport,35.14953,-90.04898
Memphis,TN,73,55,2015,23,13,0,41,221,77,114,52.7,1338,2,5.9,15,Memphis International Airport,35.14953,-90.04898
Memphis,TN,71,52,2014,22,11,0,60,203,55,113,57.7,1464,0,1.1,3,Memphis International Airport,35.14953,-90.04898
Memphis,TN,71,53,2013,22,12,0,58,204,62,114,59.5,1511,0,0,0,Memphis International Airport,35.14953,-90.04898
Memphis,TN,76,56,2012,24,13,0,29,235,85,110,36.9,938,0,0.9,2,Memphis International Airport,35.14953,-90.04898
Memphis,TN,74,55,2011,23,13,0,44,227,91,108,58.4,1483,5,10.8,27,Memphis International Airport,35.14953,-90.04898
Memphis,TN,73,54,2010,23,12,0,71,225,108,89,47.9,1217,2,7.1,18,Memphis International Airport,35.14953,-90.04898
Miami,FL,85,71,2018,29,22,0,0,358,90,143,61.5,1561,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,86,72,2017,30,22,0,0,360,117,130,83.2,2112,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,85,72,2016,29,22,0,0,356,108,154,66,1676,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,86,73,2015,30,23,0,0,360,108,165,62.1,1578,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,85,71,2014,29,21,0,0,355,87,146,63.6,1616,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,84,71,2013,29,22,0,0,360,71,146,70.5,1790,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,84,71,2012,29,21,0,0,360,74,148,87,2210,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,85,71,2011,30,22,0,0,361,118,131,63.8,1621,0,0,0,Miami International Airport,25.76168,-80.19179
Miami,FL,83,69,2010,28,20,0,0,327,103,130,65.1,1654,0,0,0,Miami International Airport,25.76168,-80.19179
Milwaukee,WI,56,41,2018,14,5,4,146,124,13,135,45.1,1146,13,50.1,127,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,59,43,2017,15,6,4,97,137,9,137,34.1,867,7,23.6,60,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,59,43,2016,15,6,7,109,145,12,121,29.3,744,15,41.5,105,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,57,41,2015,14,5,11,111,124,6,110,32.9,835,13,54.3,138,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,53,37,2014,12,3,17,134,110,0,130,32.2,817,13,47.5,121,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,55,39,2013,13,4,6,145,114,10,126,40.1,1018,18,59.5,151,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,60,44,2012,16,6,2,104,136,20,104,29.3,744,10,35.4,90,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,56,41,2011,13,5,4,121,111,14,124,32.6,828,16,54.9,139,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Milwaukee,WI,58,43,2010,14,6,0,124,132,10,103,36,915,9,34.5,88,Mitchell International Airport near downtown Milwaukee,43.03890,-87.90647
Minneapolis,MN,55,38,2018,13,3,19,167,140,20,118,33.6,853,21,82.4,209,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,57,40,2017,14,5,13,133,135,14,120,32.4,823,6,21.1,54,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,58,42,2016,14,5,16,120,150,13,129,40.4,1025,10,40.3,102,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,57,40,2015,14,4,23,126,137,4,125,36.2,919,10,32.2,82,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,52,35,2014,11,2,44,154,122,2,124,35.4,900,18,67.8,172,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,54,37,2013,12,3,22,161,133,19,129,32.8,833,18,69.1,176,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,60,42,2012,16,5,5,125,146,31,109,29.6,753,7,28,71,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,56,39,2011,13,4,19,138,127,17,116,27,685,18,53.6,136,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Minneapolis,MN,57,40,2010,14,4,15,127,137,17,112,32.9,836,14,60.5,154,Minneapolis–Saint Paul International Airport,44.97775,-93.26502
Nashville,TN,72,52,2018,22,11,0,59,197,86,148,59,1498,1,3.2,8,Nashville International Airport,36.16266,-86.78160
Nashville,TN,73,52,2017,23,11,0,48,229,55,123,52.9,1345,1,1.9,5,Nashville International Airport,36.16266,-86.78160
Nashville,TN,74,52,2016,23,11,0,60,230,87,120,42.8,1086,2,11.6,29,Nashville International Airport,36.16266,-86.78160
Nashville,TN,72,51,2015,22,10,0,65,221,61,128,50.8,1291,1,5.9,15,Nashville International Airport,36.16266,-86.78160
Nashville,TN,70,48,2014,21,9,0,82,194,55,120,50.6,1286,0,1,3,Nashville International Airport,36.16266,-86.78160
Nashville,TN,69,49,2013,21,10,0,77,198,39,139,54.9,1394,0,2.4,6,Nashville International Airport,36.16266,-86.78160
Nashville,TN,74,51,2012,23,11,0,52,220,65,124,45.9,1165,0,0.4,1,Nashville International Airport,36.16266,-86.78160
Nashville,TN,71,50,2011,22,10,0,62,200,73,116,52.2,1325,4,8.1,21,Nashville International Airport,36.16266,-86.78160
Nashville,TN,70,49,2010,21,9,0,85,214,82,110,59.1,1501,4,11.7,30,Nashville International Airport,36.16266,-86.78160
New Orleans,LA,80,64,2018,27,18,0,12,292,117,139,61.6,1565,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,80,63,2017,26,17,0,4,305,63,117,72.4,1839,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,81,65,2016,27,18,0,0,304,118,120,70.8,1798,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,80,64,2015,26,18,0,3,292,91,119,71.4,1813,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,77,60,2014,25,16,0,10,269,78,110,54.8,1391,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,77,62,2013,25,16,0,1,270,74,126,66.4,1686,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,80,63,2012,27,17,0,1,302,75,112,68.3,1735,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,80,62,2011,27,17,0,11,290,105,90,54.6,1388,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New Orleans,LA,78,60,2010,25,16,0,13,260,104,111,53.9,1370,0,0,0,Louis Armstrong New Orleans International Airport,29.95107,-90.07153
New York City,NY,63,49,2018,17,10,0,66,152,21,158,65.6,1665,6,39.6,101,Central Park,40.71278,-74.00597
New York City,NY,63,50,2017,17,10,0,58,153,13,121,45.1,1145,9,34.6,88,Central Park,40.71278,-74.00597
New York City,NY,65,50,2016,18,10,1,58,156,22,116,42.2,1072,4,36,91,Central Park,40.71278,-74.00597
New York City,NY,64,49,2015,18,10,0,71,168,20,110,41,1041,14,49.1,125,Central Park,40.71278,-74.00597
New York City,NY,62,47,2014,16,8,0,82,157,8,129,53.8,1367,12,50,127,Central Park,40.71278,-74.00597
New York City,NY,62,48,2013,17,9,0,77,147,17,118,46.4,1177,8,29.7,75,Central Park,40.71278,-74.00597
New York City,NY,64,50,2012,18,10,0,38,153,19,134,38.5,979,2,9.6,24,Central Park,40.71278,-74.00597
New York City,NY,64,49,2011,18,10,0,69,149,20,126,72.9,1850,12,44.6,113,Central Park,40.71278,-74.00597
New York City,NY,64,50,2010,18,10,0,71,165,37,102,49.4,1255,7,59.1,150,Central Park,40.71278,-74.00597
Oklahoma City,OK,71,49,2018,22,9,0,93,192,70,84,45.9,1165,0,1.3,3,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,74,50,2017,23,10,1,57,233,62,73,33.7,855,1,1.9,5,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,75,52,2016,24,11,0,65,230,85,77,26.3,669,0,1,3,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,73,51,2015,23,11,0,69,229,82,99,55.1,1399,3,8.2,21,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,72,49,2014,22,10,0,74,214,77,69,28.4,721,5,12.1,31,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,71,49,2013,22,10,0,89,204,75,86,52.8,1341,3,10.4,26,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,76,53,2012,24,11,0,57,232,92,66,29.5,749,0,3.2,8,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,75,50,2011,24,10,1,71,222,109,66,30.4,771,3,19.6,50,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Oklahoma City,OK,72,50,2010,22,10,0,75,214,84,67,32.5,827,2,9.3,24,Will Rogers World Airport near downtown Oklahoma City,35.46756,-97.51643
Orlando,FL,84,66,2018,29,19,0,2,332,125,136,52.3,1329,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,85,66,2017,29,19,0,0,348,131,115,47.8,1215,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,84,66,2016,29,19,0,0,335,122,125,54.9,1394,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,85,67,2015,29,19,0,0,338,116,126,50.7,1289,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,83,64,2014,28,18,0,0,324,114,149,53,1347,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,83,65,2013,28,18,0,0,344,85,126,51.7,1312,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,84,65,2012,29,18,0,0,342,101,116,44.9,1139,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,84,65,2011,29,18,0,1,335,126,120,54.9,1394,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Orlando,FL,80,62,2010,27,16,0,11,296,109,117,49.1,1248,0,0,0,Orlando Executive Airport near downtown Orlando,28.53834,-81.37923
Philadelphia,PA,65,49,2018,18,9,0,86,167,30,145,61.6,1564,6,25.1,64,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,66,50,2017,19,10,0,65,174,26,124,41.4,1051,9,23.3,59,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,67,50,2016,19,10,0,67,171,46,111,35.4,898,4,27.8,71,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,66,49,2015,19,10,0,74,182,37,113,47.3,1200,6,27,69,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,64,47,2014,18,8,0,89,171,19,121,47.4,1204,12,56.9,145,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,64,48,2013,18,9,0,86,165,20,119,55.9,1420,6,19.2,49,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,67,50,2012,20,10,0,54,173,39,111,36,914,1,4.1,10,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,66,49,2011,19,10,0,74,172,33,130,64.4,1635,7,31.7,81,Philadelphia International Airport,39.95258,-75.16522
Philadelphia,PA,66,49,2010,19,10,0,86,175,55,103,44.5,1130,9,67.3,171,Philadelphia International Airport,39.95258,-75.16522
Phoenix,AZ,88,65,2018,31,18,0,0,318,170,33,9.3,236,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,89,65,2017,32,19,0,0,317,192,26,5,126,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,89,65,2016,31,18,0,0,322,180,35,6.2,157,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,88,65,2015,31,19,0,1,316,172,49,7.2,182,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,89,65,2014,32,19,0,0,328,179,22,8.4,213,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,88,64,2013,31,18,0,4,306,175,27,8.4,214,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,89,65,2012,31,18,0,0,316,189,27,4.3,109,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,87,63,2011,31,17,0,4,300,175,33,4.7,118,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Phoenix,AZ,87,64,2010,30,18,0,1,302,162,38,9.2,232,0,0,0,Sky Harbor International Airport near downtown Phoenix,33.44838,-112.07404
Pittsburgh,PA,61,44,2018,16,7,7,130,160,14,174,57.8,1469,19,52.2,133,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,63,44,2017,17,7,0,98,166,3,163,42.2,1072,15,37.3,95,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,64,45,2016,18,7,1,106,170,11,154,35.1,891,13,37.6,96,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,62,43,2015,17,6,9,104,159,10,155,40.6,1031,15,43.5,110,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,59,41,2014,15,5,5,125,146,0,148,36.9,936,15,43.4,110,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,60,43,2013,16,6,0,126,159,6,165,36.7,933,28,67.3,171,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,64,44,2012,18,7,0,108,166,20,145,41.8,1061,17,48.5,123,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,62,44,2011,17,7,2,107,149,18,173,43.6,1106,13,47,119,Pittsburgh International Airport,40.44062,-79.99589
Pittsburgh,PA,61,43,2010,16,6,1,121,158,16,139,37.9,962,21,79.1,201,Pittsburgh International Airport,40.44062,-79.99589
Portland,OR,65,46,2018,18,8,0,19,136,32,142,32.7,831,2,6.6,17,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,63,45,2017,17,7,0,43,127,27,167,52.3,1328,3,9.4,24,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,64,47,2016,18,9,0,28,134,15,179,50.9,1294,2,4.1,10,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,67,47,2015,19,9,0,21,150,28,144,45.8,1162,0,0.1,0,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,64,47,2014,18,8,0,35,146,22,165,43.9,1115,3,7.3,19,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,63,45,2013,17,7,0,39,127,13,146,32,813,0,0.5,1,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,62,45,2012,17,7,0,24,123,10,178,58.7,1491,2,3.1,8,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,61,44,2011,16,7,0,45,102,7,174,44.4,1127,1,1.5,4,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Portland,OR,62,46,2010,17,8,0,13,107,12,193,54.3,1378,0,0.3,1,Weather Forecast Office near downtown Portland,45.51223,-122.65872
Providence,RI,61,44,2018,16,7,1,108,137,21,137,63.5,1613,10,49.8,126,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,62,44,2017,16,7,0,99,145,10,136,49,1245,11,47.9,122,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,63,44,2016,17,7,3,106,149,17,120,40,1017,7,32.5,83,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,61,42,2015,16,6,6,108,152,11,114,40.9,1038,18,74.4,189,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,60,42,2014,16,6,1,116,139,6,118,47,1193,11,39.1,99,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,61,43,2013,16,6,0,120,144,16,130,45.5,1156,12,42.8,109,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,63,45,2012,17,7,0,101,140,12,131,41.2,1047,7,26.2,67,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,62,44,2011,16,6,1,113,136,7,126,56.7,1441,12,45.2,115,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Providence,RI,62,45,2010,17,7,0,100,148,18,107,53.6,1360,5,20.2,51,"T.F. Green Airport, located six miles south of Providence",41.82399,-71.41283
Raleigh,NC,72,51,2018,22,11,0,64,206,58,137,60.3,1532,4,17.5,44,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,74,52,2017,23,11,0,56,231,56,117,45.6,1157,0,1.1,3,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,73,52,2016,23,11,0,59,224,70,120,51.3,1302,1,1.4,4,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,72,52,2015,22,11,0,61,218,52,129,57.1,1451,3,7.9,20,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,70,49,2014,21,9,0,75,207,43,116,55.3,1404,2,5.8,15,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,70,50,2013,21,10,0,70,196,28,119,50.7,1288,0,1.7,4,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,73,52,2012,23,11,0,44,220,51,121,40.8,1037,0,0.9,2,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,74,51,2011,23,11,0,58,223,67,100,43.7,1110,0,0.7,2,Raleigh–Durham International Airport,35.78130,-78.64168
Raleigh,NC,72,50,2010,22,10,0,86,210,91,101,37,939,5,16.1,41,Raleigh–Durham International Airport,35.78130,-78.64168
Richmond,VA,70,50,2018,21,10,1,76,200,46,136,63.8,1619,5,20.8,53,Richmond International Airport,37.54073,-77.43605
Richmond,VA,71,50,2017,22,10,0,62,213,42,120,38,965,2,10.2,26,Richmond International Airport,37.54073,-77.43605
Richmond,VA,70,49,2016,21,10,0,74,195,43,121,52.8,1340,3,15.1,38,Richmond International Airport,37.54073,-77.43605
Richmond,VA,70,50,2015,21,10,0,68,205,47,127,49.1,1247,3,12.8,33,Richmond International Airport,37.54073,-77.43605
Richmond,VA,69,48,2014,21,9,0,85,207,45,119,35.8,909,6,14.5,37,Richmond International Airport,37.54073,-77.43605
Richmond,VA,69,49,2013,21,10,0,77,191,46,123,53.7,1364,4,8.7,22,Richmond International Airport,37.54073,-77.43605
Richmond,VA,72,51,2012,22,10,0,55,214,46,125,36.6,929,1,4.5,11,Richmond International Airport,37.54073,-77.43605
Richmond,VA,71,50,2011,22,10,0,70,209,54,111,47.6,1209,1,2.8,7,Richmond International Airport,37.54073,-77.43605
Richmond,VA,71,49,2010,21,10,0,81,199,78,108,35.9,912,8,28.7,73,Richmond International Airport,37.54073,-77.43605
Riverside,CA,81,55,2018,27,13,0,0,293,108,28,7.2,183,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,,,2017,,,0,1,297,118,32,8.5,216,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,82,56,2016,28,13,0,0,291,114,37,8.8,223,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,82,56,2015,28,13,0,2,298,108,33,7.5,191,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,82,56,2014,28,13,0,0,308,119,24,5.3,136,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,,54,2013,,12,0,3,,,22,3.4,86,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,81,54,2012,27,12,0,0,278,106,32,4.8,121,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,79,52,2011,26,11,0,1,267,95,37,6.9,175,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Riverside,CA,,,2010,,,0,1,,,66,16.4,417,0,0,0,Riverside Municipal Airport,33.98060,-117.37550
Rochester,NY,59,42,2018,15,5,3,142,143,22,176,35.4,899,30,112.4,285,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,59,42,2017,15,5,0,110,134,6,171,45.4,1153,27,99.2,252,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,61,42,2016,16,5,2,124,147,27,162,30.8,781,26,105.5,268,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,58,40,2015,15,4,12,120,143,5,172,36.7,933,30,79.9,203,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,57,39,2014,14,4,9,132,138,3,169,33,839,22,102.7,261,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,58,40,2013,14,5,1,134,129,9,181,36.8,935,29,90.9,231,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,61,43,2012,16,6,0,118,142,14,160,34.2,869,22,78.3,199,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,58,41,2011,15,5,4,127,131,9,170,40.5,1029,27,85.9,218,Greater Rochester International Airport,43.15658,-77.60885
Rochester,NY,58,41,2010,14,5,3,123,127,7,165,37.5,953,25,112,284,Greater Rochester International Airport,43.15658,-77.60885
Sacramento,CA,77,51,2018,25,11,0,3,230,90,49,19,483,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,77,53,2017,25,11,0,1,219,101,65,27.2,690,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,77,52,2016,25,11,0,5,244,99,73,22.9,581,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,78,52,2015,25,11,0,9,242,97,35,8.2,208,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,79,53,2014,26,12,0,0,246,105,55,18.5,469,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,77,50,2013,25,10,0,19,244,85,26,6.1,156,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,76,51,2012,25,10,0,3,208,104,61,22.7,576,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,73,50,2011,23,10,0,9,193,72,61,17.5,445,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Sacramento,CA,73,51,2010,23,10,0,3,200,66,81,22.4,569,0,0,0,California State University campus in Sacramento,38.57693,-121.49495
Salt Lake City,UT,67,46,2018,19,8,0,98,162,66,80,13.2,336,13,50.7,129,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,67,46,2017,19,8,2,90,153,80,87,16,407,12,42.4,108,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,67,46,2016,19,8,1,94,170,77,93,14.9,378,10,33.9,86,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,67,46,2015,19,8,0,96,168,58,86,16.2,411,6,26.3,67,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,67,45,2014,19,7,0,77,166,49,92,14.5,368,7,19.3,49,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,64,43,2013,18,6,2,115,152,78,89,11.7,296,18,63.9,162,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,68,45,2012,20,7,0,94,177,74,74,12.7,322,16,48,122,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,62,41,2011,17,5,0,130,139,49,100,19.2,487,17,39.8,101,Salt Lake City's International Airport,40.75848,-111.88814
Salt Lake City,UT,63,42,2010,17,6,0,118,143,56,109,18.7,475,17,50.3,128,Salt Lake City's International Airport,40.75848,-111.88814
San Antonio,TX,80,60,2018,27,16,0,12,278,118,88,41.2,1047,0,0,0,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,82,61,2017,28,16,0,6,314,114,74,27.3,694,1,1.9,5,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,81,61,2016,27,16,0,6,302,108,83,43.9,1116,0,0,0,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,80,61,2015,27,16,0,6,288,122,89,44.2,1124,0,0,0,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,81,60,2014,27,15,0,16,286,136,72,28.2,716,0,0.4,1,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,82,60,2013,28,15,0,15,287,135,77,32,813,0,0,0,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,82,61,2012,28,16,0,11,302,128,73,39.4,1001,0,0,0,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,83,60,2011,29,16,0,20,295,155,54,17.6,447,0,0.4,1,San Antonio's International Airport,29.42517,-98.49461
San Antonio,TX,79,58,2010,26,15,0,21,279,109,77,37.4,950,0,0.2,1,San Antonio's International Airport,29.42517,-98.49461
San Diego,CA,73,60,2018,23,16,0,0,229,3,28,7.7,195,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,73,60,2017,23,15,0,0,241,7,32,7.9,201,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,73,60,2016,23,15,0,0,242,6,40,10.2,260,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,74,61,2015,23,16,0,0,250,9,45,9.9,252,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,74,61,2014,23,16,0,0,254,14,29,7.8,198,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,70,58,2013,21,14,0,0,198,0,28,5.6,142,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,70,58,2012,21,15,0,0,170,3,40,6.6,169,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,70,57,2011,21,14,0,0,181,1,39,9.1,231,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Diego,CA,69,57,2010,20,14,0,0,130,3,60,16.3,414,0,0,0,San Diego's International Airport.,32.71574,-117.16109
San Francisco,CA,64,52,2018,18,11,0,0,58,0,57,19.9,505,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,65,52,2017,19,11,0,0,81,2,73,26.7,678,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,64,53,2016,18,11,0,0,62,2,71,25.5,647,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,66,54,2015,19,12,0,0,94,5,46,9.9,252,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,66,54,2014,19,12,0,0,80,4,71,25.6,650,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,64,51,2013,18,10,0,0,69,0,32,5.6,142,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,63,51,2012,17,10,0,0,43,2,71,25.5,647,0,0,0,downtown San Francisco,37.77493,-122.41942
San Francisco,CA,63,51,2011,17,10,0,0,54,0,76,20.6,523,0,0,0,downtown San Francisco,37.77493,-122.41942
