LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),County Name/State Abbreviation,State
CN3002100000000,30,21,2018,"4,639","4,513",126,2.7,Dawson County, MT
CN3002300000000,30,23,2018,"5,143","4,960",183,3.6,Deer Lodge County, MT
CN3002500000000,30,25,2018,"1,704","1,672",32,1.9,Fallon County, MT
CN3002700000000,30,27,2018,"5,779","5,564",215,3.7,Fergus County, MT
CN3002900000000,30,29,2018,"47,793","45,504","2,289",4.8,Flathead County, MT
CN3003100000000,30,31,2018,"66,429","64,755","1,674",2.5,Gallatin County, MT
CN3003300000000,30,33,2018,738,718,20,2.7,Garfield County, MT
CN3003500000000,30,35,2018,"5,713","5,268",445,7.8,Glacier County, MT
CN3003700000000,30,37,2018,369,352,17,4.6,Golden Valley County, MT
CN3003900000000,30,39,2018,"1,675","1,585",90,5.4,Granite County, MT
CN3004100000000,30,41,2018,"7,613","7,339",274,3.6,Hill County, MT
CN3004300000000,30,43,2018,"5,630","5,414",216,3.8,Jefferson County, MT
CN3004500000000,30,45,2018,920,889,31,3.4,Judith Basin County, MT
CN3004700000000,30,47,2018,"13,135","12,572",563,4.3,Lake County, MT
CN3004900000000,30,49,2018,"35,455","34,277","1,178",3.3,Lewis and Clark County, MT
CN3005100000000,30,51,2018,964,940,24,2.5,Liberty County, MT
CN3005300000000,30,53,2018,"8,060","7,465",595,7.4,Lincoln County, MT
CN3005500000000,30,55,2018,980,962,18,1.8,McCone County, MT
CN3005700000000,30,57,2018,"4,488","4,329",159,3.5,Madison County, MT
CN3005900000000,30,59,2018,955,918,37,3.9,Meagher County, MT
CN3006100000000,30,61,2018,"1,718","1,595",123,7.2,Mineral County, MT
CN3006300000000,30,63,2018,"63,069","60,969","2,100",3.3,Missoula County, MT
CN3006500000000,30,65,2018,"2,267","2,170",97,4.3,Musselshell County, MT
CN3006700000000,30,67,2018,"8,822","8,484",338,3.8,Park County, MT
CN3006900000000,30,69,2018,287,275,12,4.2,Petroleum County, MT
CN3007100000000,30,71,2018,"1,918","1,831",87,4.5,Phillips County, MT
CN3007300000000,30,73,2018,"2,712","2,602",110,4.1,Pondera County, MT
CN3007500000000,30,75,2018,971,943,28,2.9,Powder River County, MT
CN3007700000000,30,77,2018,"2,880","2,761",119,4.1,Powell County, MT
CN3007900000000,30,79,2018,492,474,18,3.7,Prairie County, MT
CN3008100000000,30,81,2018,"19,913","19,078",835,4.2,Ravalli County, MT
CN3008300000000,30,83,2018,"5,889","5,709",180,3.1,Richland County, MT
CN3008500000000,30,85,2018,"4,461","4,257",204,4.6,Roosevelt County, MT
CN3008700000000,30,87,2018,"3,893","3,687",206,5.3,Rosebud County, MT
CN3008900000000,30,89,2018,"4,765","4,461",304,6.4,Sanders County, MT
CN3009100000000,30,91,2018,"1,769","1,727",42,2.4,Sheridan County, MT
CN3009300000000,30,93,2018,"17,238","16,546",692,4,Silver Bow County, MT
CN3009500000000,30,95,2018,"4,932","4,764",168,3.4,Stillwater County, MT
CN3009700000000,30,97,2018,"1,772","1,718",54,3,Sweet Grass County, MT
CN3009900000000,30,99,2018,"2,702","2,611",91,3.4,Teton County, MT
CN3010100000000,30,101,2018,"2,120","2,064",56,2.6,Toole County, MT
CN3010300000000,30,103,2018,337,327,10,3,Treasure County, MT
CN3010500000000,30,105,2018,"4,129","4,003",126,3.1,Valley County, MT
CN3010700000000,30,107,2018,782,743,39,5,Wheatland County, MT
CN3010900000000,30,109,2018,464,448,16,3.4,Wibaux County, MT
CN3011100000000,30,111,2018,"81,269","78,554","2,715",3.3,Yellowstone County, MT
CN3700100000000,37,1,2018,"80,583","77,625","2,958",3.7,Alamance County, NC
CN3700300000000,37,3,2018,"18,023","17,453",570,3.2,Alexander County, NC
CN3700500000000,37,5,2018,"4,305","4,111",194,4.5,Alleghany County, NC
CN3700700000000,37,7,2018,"10,407","9,942",465,4.5,Anson County, NC
CN3700900000000,37,9,2018,"12,750","12,292",458,3.6,Ashe County, NC
CN3701100000000,37,11,2018,"7,639","7,361",278,3.6,Avery County, NC
CN3701300000000,37,13,2018,"19,739","18,839",900,4.6,Beaufort County, NC
CN3701500000000,37,15,2018,"7,832","7,445",387,4.9,Bertie County, NC
CN3701700000000,37,17,2018,"14,418","13,659",759,5.3,Bladen County, NC
CN3701900000000,37,19,2018,"52,867","50,144","2,723",5.2,Brunswick County, NC
CN3702100000000,37,21,2018,"139,319","135,185","4,134",3,Buncombe County, NC
CN3702300000000,37,23,2018,"40,579","39,133","1,446",3.6,Burke County, NC
CN3702500000000,37,25,2018,"106,601","102,807","3,794",3.6,Cabarrus County, NC
CN3702700000000,37,27,2018,"36,595","35,193","1,402",3.8,Caldwell County, NC
CN3702900000000,37,29,2018,"4,650","4,477",173,3.7,Camden County, NC
CN3703100000000,37,31,2018,"31,755","30,386","1,369",4.3,Carteret County, NC
CN3703300000000,37,33,2018,"9,820","9,391",429,4.4,Caswell County, NC
CN3703500000000,37,35,2018,"78,802","76,041","2,761",3.5,Catawba County, NC
CN3703700000000,37,37,2018,"34,637","33,479","1,158",3.3,Chatham County, NC
CN3703900000000,37,39,2018,"11,235","10,740",495,4.4,Cherokee County, NC
CN3704100000000,37,41,2018,"5,582","5,335",247,4.4,Chowan County, NC
CN3704300000000,37,43,2018,"4,111","3,933",178,4.3,Clay County, NC
CN3704500000000,37,45,2018,"47,966","46,071","1,895",4,Cleveland County, NC
CN3704700000000,37,47,2018,"22,338","21,223","1,115",5,Columbus County, NC
CN3704900000000,37,49,2018,"41,528","39,784","1,744",4.2,Craven County, NC
CN3705100000000,37,51,2018,"127,957","121,379","6,578",5.1,Cumberland County, NC
CN3705300000000,37,53,2018,"13,633","13,141",492,3.6,Currituck County, NC
CN3705500000000,37,55,2018,"19,851","18,836","1,015",5.1,Dare County, NC
CN3705700000000,37,57,2018,"80,112","77,186","2,926",3.7,Davidson County, NC
CN3705900000000,37,59,2018,"20,474","19,774",700,3.4,Davie County, NC
CN3706100000000,37,61,2018,"24,946","23,866","1,080",4.3,Duplin County, NC
CN3706300000000,37,63,2018,"167,606","161,771","5,835",3.5,Durham County, NC
CN3706500000000,37,65,2018,"21,741","20,271","1,470",6.8,Edgecombe County, NC
CN3706700000000,37,67,2018,"186,122","179,013","7,109",3.8,Forsyth County, NC
CN3706900000000,37,69,2018,"30,642","29,421","1,221",4,Franklin County, NC
CN3707100000000,37,71,2018,"109,604","105,359","4,245",3.9,Gaston County, NC
CN3707300000000,37,73,2018,"5,309","5,097",212,4,Gates County, NC
CN3707500000000,37,75,2018,"3,179","2,993",186,5.9,Graham County, NC
CN3707700000000,37,77,2018,"29,943","28,929","1,014",3.4,Granville County, NC
CN3707900000000,37,79,2018,"9,558","9,190",368,3.9,Greene County, NC
CN3708100000000,37,81,2018,"260,591","249,820","10,771",4.1,Guilford County, NC
CN3708300000000,37,83,2018,"20,243","19,014","1,229",6.1,Halifax County, NC
CN3708500000000,37,85,2018,"52,791","50,341","2,450",4.6,Harnett County, NC
CN3708700000000,37,87,2018,"29,465","28,472",993,3.4,Haywood County, NC
CN3708900000000,37,89,2018,"54,476","52,712","1,764",3.2,Henderson County, NC
CN3709100000000,37,91,2018,"9,120","8,662",458,5,Hertford County, NC
CN3709300000000,37,93,2018,"19,920","18,918","1,002",5,Hoke County, NC
CN3709500000000,37,95,2018,"2,008","1,842",166,8.3,Hyde County, NC
CN3709700000000,37,97,2018,"87,984","84,841","3,143",3.6,Iredell County, NC
CN3709900000000,37,99,2018,"19,484","18,682",802,4.1,Jackson County, NC
CN3710100000000,37,101,2018,"96,136","92,682","3,454",3.6,Johnston County, NC
CN3710300000000,37,103,2018,"4,379","4,195",184,4.2,Jones County, NC
CN3710500000000,37,105,2018,"26,420","25,276","1,144",4.3,Lee County, NC
CN3710700000000,37,107,2018,"27,857","26,753","1,104",4,Lenoir County, NC
CN3710900000000,37,109,2018,"42,654","41,200","1,454",3.4,Lincoln County, NC
CN3711100000000,37,111,2018,"21,145","20,433",712,3.4,McDowell County, NC
CN3711300000000,37,113,2018,"15,316","14,717",599,3.9,Macon County, NC
CN3711500000000,37,115,2018,"10,144","9,777",367,3.6,Madison County, NC
CN3711700000000,37,117,2018,"9,295","8,832",463,5,Martin County, NC
CN3711900000000,37,119,2018,"611,673","588,987","22,686",3.7,Mecklenburg County, NC
CN3712100000000,37,121,2018,"6,025","5,755",270,4.5,Mitchell County, NC
CN3712300000000,37,123,2018,"11,588","11,129",459,4,Montgomery County, NC
CN3712500000000,37,125,2018,"41,079","39,523","1,556",3.8,Moore County, NC
CN3712700000000,37,127,2018,"43,288","41,097","2,191",5.1,Nash County, NC
CN3712900000000,37,129,2018,"120,980","116,493","4,487",3.7,New Hanover County, NC
CN3713100000000,37,131,2018,"7,628","7,236",392,5.1,Northampton County, NC
CN3713300000000,37,133,2018,"64,341","61,301","3,040",4.7,Onslow County, NC
CN3713500000000,37,135,2018,"77,797","75,263","2,534",3.3,Orange County, NC
CN3713700000000,37,137,2018,"5,348","5,129",219,4.1,Pamlico County, NC
CN3713900000000,37,139,2018,"17,062","16,249",813,4.8,Pasquotank County, NC
CN3714100000000,37,141,2018,"28,265","27,107","1,158",4.1,Pender County, NC
CN3714300000000,37,143,2018,"5,046","4,804",242,4.8,Perquimans County, NC
CN3714500000000,37,145,2018,"18,261","17,513",748,4.1,Person County, NC
CN3714700000000,37,147,2018,"89,961","86,150","3,811",4.2,Pitt County, NC
CN3714900000000,37,149,2018,"8,969","8,633",336,3.7,Polk County, NC
CN3715100000000,37,151,2018,"66,526","64,042","2,484",3.7,Randolph County, NC
CN3715300000000,37,153,2018,"16,519","15,617",902,5.5,Richmond County, NC
CN3715500000000,37,155,2018,"49,653","46,738","2,915",5.9,Robeson County, NC
CN3715700000000,37,157,2018,"40,499","38,670","1,829",4.5,Rockingham County, NC
CN3715900000000,37,159,2018,"65,775","63,199","2,576",3.9,Rowan County, NC
CN3716100000000,37,161,2018,"24,757","23,501","1,256",5.1,Rutherford County, NC
CN3716300000000,37,163,2018,"29,207","28,039","1,168",4,Sampson County, NC
CN3716500000000,37,165,2018,"11,457","10,614",843,7.4,Scotland County, NC
CN3716700000000,37,167,2018,"29,882","28,817","1,065",3.6,Stanly County, NC
CN3716900000000,37,169,2018,"21,781","20,988",793,3.6,Stokes County, NC
CN3717100000000,37,171,2018,"34,033","32,827","1,206",3.5,Surry County, NC
CN3717300000000,37,173,2018,"6,912","6,613",299,4.3,Swain County, NC
CN3717500000000,37,175,2018,"14,275","13,737",538,3.8,Transylvania County, NC
CN3717700000000,37,177,2018,"1,457","1,365",92,6.3,Tyrrell County, NC
CN3717900000000,37,179,2018,"121,250","117,099","4,151",3.4,Union County, NC
CN3718100000000,37,181,2018,"17,444","16,441","1,003",5.7,Vance County, NC
CN3718300000000,37,183,2018,"584,548","564,962","19,586",3.4,Wake County, NC
CN3718500000000,37,185,2018,"6,574","6,183",391,5.9,Warren County, NC
CN3718700000000,37,187,2018,"4,628","4,353",275,5.9,Washington County, NC
CN3718900000000,37,189,2018,"28,832","27,832","1,000",3.5,Watauga County, NC
CN3719100000000,37,191,2018,"52,731","50,460","2,271",4.3,Wayne County, NC
CN3719300000000,37,193,2018,"30,230","29,102","1,128",3.7,Wilkes County, NC
CN3719500000000,37,195,2018,"35,342","33,175","2,167",6.1,Wilson County, NC
CN3719700000000,37,197,2018,"17,791","17,191",600,3.4,Yadkin County, NC
CN3719900000000,37,199,2018,"8,245","7,950",295,3.6,Yancey County, NC
CN3800100000000,38,1,2018,"1,065","1,043",22,2.1,Adams County, ND
CN3800300000000,38,3,2018,"5,279","5,137",142,2.7,Barnes County, ND
CN3800500000000,38,5,2018,"2,300","2,211",89,3.9,Benson County, ND
CN3800700000000,38,7,2018,428,416,12,2.8,Billings County, ND
CN3800900000000,38,9,2018,"2,992","2,892",100,3.3,Bottineau County, ND
CN3801100000000,38,11,2018,"1,647","1,616",31,1.9,Bowman County, ND
CN3801300000000,38,13,2018,"1,078","1,052",26,2.4,Burke County, ND
CN3801500000000,38,15,2018,"49,251","47,954","1,297",2.6,Burleigh County, ND
CN3801700000000,38,17,2018,"100,944","98,629","2,315",2.3,Cass County, ND
CN3801900000000,38,19,2018,"1,971","1,920",51,2.6,Cavalier County, ND
CN3802100000000,38,21,2018,"2,390","2,347",43,1.8,Dickey County, ND
CN3802300000000,38,23,2018,"1,536","1,516",20,1.3,Divide County, ND
CN3802500000000,38,25,2018,"3,021","2,972",49,1.6,Dunn County, ND
CN3802700000000,38,27,2018,"1,246","1,185",61,4.9,Eddy County, ND
CN3802900000000,38,29,2018,"1,481","1,410",71,4.8,Emmons County, ND
CN3803100000000,38,31,2018,"1,605","1,563",42,2.6,Foster County, ND
CN3803300000000,38,33,2018,898,880,18,2,Golden Valley County, ND
CN3803500000000,38,35,2018,"37,913","37,054",859,2.3,Grand Forks County, ND
CN3803700000000,38,37,2018,"1,211","1,179",32,2.6,Grant County, ND
CN3803900000000,38,39,2018,"1,060","1,036",24,2.3,Griggs County, ND
CN3804100000000,38,41,2018,"1,395","1,367",28,2,Hettinger County, ND
CN3804300000000,38,43,2018,"1,310","1,252",58,4.4,Kidder County, ND
CN3804500000000,38,45,2018,"2,126","2,085",41,1.9,LaMoure County, ND
CN3804700000000,38,47,2018,896,873,23,2.6,Logan County, ND
CN3804900000000,38,49,2018,"3,155","3,032",123,3.9,McHenry County, ND
CN3805100000000,38,51,2018,"1,157","1,126",31,2.7,McIntosh County, ND
CN3805300000000,38,53,2018,"8,962","8,812",150,1.7,McKenzie County, ND
CN3805500000000,38,55,2018,"4,795","4,635",160,3.3,McLean County, ND
CN3805700000000,38,57,2018,"3,969","3,802",167,4.2,Mercer County, ND
CN3805900000000,38,59,2018,"16,169","15,641",528,3.3,Morton County, ND
CN3806100000000,38,61,2018,"7,078","6,966",112,1.6,Mountrail County, ND
CN3806300000000,38,63,2018,"1,425","1,377",48,3.4,Nelson County, ND
CN3806500000000,38,65,2018,873,837,36,4.1,Oliver County, ND
CN3806700000000,38,67,2018,"3,375","3,242",133,3.9,Pembina County, ND
CN3806900000000,38,69,2018,"1,794","1,737",57,3.2,Pierce County, ND
CN3807100000000,38,71,2018,"5,649","5,488",161,2.9,Ramsey County, ND
CN3807300000000,38,73,2018,"2,840","2,785",55,1.9,Ransom County, ND
CN3807500000000,38,75,2018,"1,227","1,197",30,2.4,Renville County, ND
CN3807700000000,38,77,2018,"8,730","8,500",230,2.6,Richland County, ND
CN3807900000000,38,79,2018,"4,691","4,249",442,9.4,Rolette County, ND
CN3808100000000,38,81,2018,"2,538","2,490",48,1.9,Sargent County, ND
CN3808300000000,38,83,2018,687,655,32,4.7,Sheridan County, ND
CN3808500000000,38,85,2018,"1,250","1,199",51,4.1,Sioux County, ND
CN3808700000000,38,87,2018,399,390,9,2.3,Slope County, ND
CN3808900000000,38,89,2018,"18,051","17,611",440,2.4,Stark County, ND
CN3809100000000,38,91,2018,"1,001",981,20,2,Steele County, ND
CN3809300000000,38,93,2018,"10,536","10,272",264,2.5,Stutsman County, ND
CN3809500000000,38,95,2018,"1,196","1,165",31,2.6,Towner County, ND
CN3809700000000,38,97,2018,"4,444","4,327",117,2.6,Traill County, ND
CN3809900000000,38,99,2018,"5,328","5,160",168,3.2,Walsh County, ND
CN3810100000000,38,101,2018,"32,013","31,093",920,2.9,Ward County, ND
CN3810300000000,38,103,2018,"2,017","1,956",61,3,Wells County, ND
CN3810500000000,38,105,2018,"23,910","23,442",468,2,Williams County, ND
CN3100100000000,31,1,2018,"16,547","16,072",475,2.9,Adams County, NE
CN3100300000000,31,3,2018,"3,574","3,489",85,2.4,Antelope County, NE
CN3100500000000,31,5,2018,219,208,11,5,Arthur County, NE
CN3100700000000,31,7,2018,381,368,13,3.4,Banner County, NE
CN3100900000000,31,9,2018,262,250,12,4.6,Blaine County, NE
CN3101100000000,31,11,2018,"2,922","2,857",65,2.2,Boone County, NE
CN3101300000000,31,13,2018,"5,399","5,250",149,2.8,Box Butte County, NE
CN3101500000000,31,15,2018,"1,083","1,051",32,3,Boyd County, NE
CN3101700000000,31,17,2018,"1,392","1,346",46,3.3,Brown County, NE
CN3101900000000,31,19,2018,"27,695","27,046",649,2.3,Buffalo County, NE
CN3102100000000,31,21,2018,"3,465","3,349",116,3.3,Burt County, NE
CN3102300000000,31,23,2018,"4,533","4,428",105,2.3,Butler County, NE
CN3102500000000,31,25,2018,"13,275","12,882",393,3,Cass County, NE
CN3102700000000,31,27,2018,"4,459","4,355",104,2.3,Cedar County, NE
CN3102900000000,31,29,2018,"2,268","2,219",49,2.2,Chase County, NE
CN3103100000000,31,31,2018,"3,375","3,303",72,2.1,Cherry County, NE
CN3103300000000,31,33,2018,"4,731","4,598",133,2.8,Cheyenne County, NE
CN3103500000000,31,35,2018,"3,239","3,139",100,3.1,Clay County, NE
CN3103700000000,31,37,2018,"5,556","5,427",129,2.3,Colfax County, NE
CN3103900000000,31,39,2018,"4,713","4,597",116,2.5,Cuming County, NE
CN3104100000000,31,41,2018,"6,425","6,289",136,2.1,Custer County, NE
CN3104300000000,31,43,2018,"10,777","10,404",373,3.5,Dakota County, NE
CN3104500000000,31,45,2018,"5,040","4,905",135,2.7,Dawes County, NE
CN3104700000000,31,47,2018,"12,934","12,578",356,2.8,Dawson County, NE
CN3104900000000,31,49,2018,974,945,29,3,Deuel County, NE
CN3105100000000,31,51,2018,"3,046","2,955",91,3,Dixon County, NE
CN3105300000000,31,53,2018,"19,361","18,832",529,2.7,Dodge County, NE
CN3105500000000,31,55,2018,"293,923","284,929","8,994",3.1,Douglas County, NE
CN3105700000000,31,57,2018,"1,161","1,135",26,2.2,Dundy County, NE
CN3105900000000,31,59,2018,"3,159","3,081",78,2.5,Fillmore County, NE
CN3106100000000,31,61,2018,"1,468","1,424",44,3,Franklin County, NE
CN3106300000000,31,63,2018,"1,506","1,468",38,2.5,Frontier County, NE
CN3106500000000,31,65,2018,"2,627","2,560",67,2.6,Furnas County, NE
CN3106700000000,31,67,2018,"10,916","10,571",345,3.2,Gage County, NE
CN3106900000000,31,69,2018,"1,192","1,164",28,2.3,Garden County, NE
CN3107100000000,31,71,2018,"1,173","1,145",28,2.4,Garfield County, NE
CN3107300000000,31,73,2018,"1,064","1,037",27,2.5,Gosper County, NE
CN3107500000000,31,75,2018,416,405,11,2.6,Grant County, NE
CN3107700000000,31,77,2018,"1,214","1,182",32,2.6,Greeley County, NE
CN3107900000000,31,79,2018,"31,628","30,629",999,3.2,Hall County, NE
CN3108100000000,31,81,2018,"4,682","4,566",116,2.5,Hamilton County, NE
CN3108300000000,31,83,2018,"1,772","1,731",41,2.3,Harlan County, NE
CN3108500000000,31,85,2018,595,582,13,2.2,Hayes County, NE
CN3108700000000,31,87,2018,"1,252","1,210",42,3.4,Hitchcock County, NE
CN3108900000000,31,89,2018,"5,725","5,579",146,2.6,Holt County, NE
CN3109100000000,31,91,2018,401,386,15,3.7,Hooker County, NE
CN3109300000000,31,93,2018,"3,316","3,216",100,3,Howard County, NE
CN3109500000000,31,95,2018,"4,155","4,052",103,2.5,Jefferson County, NE
CN3109700000000,31,97,2018,"2,074","2,000",74,3.6,Johnson County, NE
CN3109900000000,31,99,2018,"3,743","3,666",77,2.1,Kearney County, NE
CN3110100000000,31,101,2018,"4,548","4,412",136,3,Keith County, NE
CN3110300000000,31,103,2018,586,573,13,2.2,Keya Paha County, NE
CN3110500000000,31,105,2018,"2,016","1,963",53,2.6,Kimball County, NE
CN3110700000000,31,107,2018,"4,635","4,494",141,3,Knox County, NE
CN3110900000000,31,109,2018,"173,384","168,976","4,408",2.5,Lancaster County, NE
CN3111100000000,31,111,2018,"18,306","17,763",543,3,Lincoln County, NE
CN3111300000000,31,113,2018,469,456,13,2.8,Logan County, NE
CN3111500000000,31,115,2018,395,383,12,3,Loup County, NE
CN3111700000000,31,117,2018,440,429,11,2.5,McPherson County, NE
CN3111900000000,31,119,2018,"19,398","18,914",484,2.5,Madison County, NE
CN3112100000000,31,121,2018,"4,053","3,940",113,2.8,Merrick County, NE
CN3112300000000,31,123,2018,"2,599","2,530",69,2.7,Morrill County, NE
CN3112500000000,31,125,2018,"2,026","1,977",49,2.4,Nance County, NE
CN3112700000000,31,127,2018,"3,608","3,484",124,3.4,Nemaha County, NE
CN3112900000000,31,129,2018,"2,388","2,325",63,2.6,Nuckolls County, NE
CN3113100000000,31,131,2018,"8,134","7,904",230,2.8,Otoe County, NE
CN3113300000000,31,133,2018,"1,472","1,435",37,2.5,Pawnee County, NE
CN3113500000000,31,135,2018,"1,808","1,773",35,1.9,Perkins County, NE
CN3113700000000,31,137,2018,"4,903","4,793",110,2.2,Phelps County, NE
CN3113900000000,31,139,2018,"4,089","3,983",106,2.6,Pierce County, NE
CN3114100000000,31,141,2018,"17,328","16,870",458,2.6,Platte County, NE
CN3114300000000,31,143,2018,"2,902","2,834",68,2.3,Polk County, NE
CN3114500000000,31,145,2018,"5,826","5,689",137,2.4,Red Willow County, NE
CN3114700000000,31,147,2018,"4,231","4,105",126,3,Richardson County, NE
CN3114900000000,31,149,2018,906,884,22,2.4,Rock County, NE
CN3115100000000,31,151,2018,"7,441","7,217",224,3,Saline County, NE
CN3115300000000,31,153,2018,"94,057","91,558","2,499",2.7,Sarpy County, NE
CN3115500000000,31,155,2018,"10,948","10,650",298,2.7,Saunders County, NE
CN3115700000000,31,157,2018,"18,422","17,831",591,3.2,Scotts Bluff County, NE
CN3115900000000,31,159,2018,"8,730","8,505",225,2.6,Seward County, NE
CN3116100000000,31,161,2018,"2,690","2,621",69,2.6,Sheridan County, NE
CN3116300000000,31,163,2018,"1,701","1,656",45,2.6,Sherman County, NE
CN3116500000000,31,165,2018,743,724,19,2.6,Sioux County, NE
CN3116700000000,31,167,2018,"3,468","3,383",85,2.5,Stanton County, NE
CN3116900000000,31,169,2018,"2,866","2,802",64,2.2,Thayer County, NE
CN3117100000000,31,171,2018,440,427,13,3,Thomas County, NE
CN3117300000000,31,173,2018,"2,968","2,848",120,4,Thurston County, NE
CN3117500000000,31,175,2018,"2,084","2,024",60,2.9,Valley County, NE
CN3117700000000,31,177,2018,"11,209","10,894",315,2.8,Washington County, NE
CN3117900000000,31,179,2018,"5,665","5,529",136,2.4,Wayne County, NE
CN3118100000000,31,181,2018,"1,645","1,599",46,2.8,Webster County, NE
CN3118300000000,31,183,2018,562,548,14,2.5,Wheeler County, NE
CN3118500000000,31,185,2018,"7,309","7,127",182,2.5,York County, NE
CN3300100000000,33,1,2018,"31,291","30,503",788,2.5,Belknap County, NH
CN3300300000000,33,3,2018,"23,607","23,009",598,2.5,Carroll County, NH
CN3300500000000,33,5,2018,"41,020","39,990","1,030",2.5,Cheshire County, NH
CN3300700000000,33,7,2018,"14,606","14,139",467,3.2,Coos County, NH
CN3300900000000,33,9,2018,"49,592","48,560","1,032",2.1,Grafton County, NH
CN3301100000000,33,11,2018,"236,915","230,692","6,223",2.6,Hillsborough County, NH
CN3301300000000,33,13,2018,"82,759","80,927","1,832",2.2,Merrimack County, NH
CN3301500000000,33,15,2018,"185,379","180,279","5,100",2.8,Rockingham County, NH
CN3301700000000,33,17,2018,"73,309","71,633","1,676",2.3,Strafford County, NH
CN3301900000000,33,19,2018,"23,272","22,779",493,2.1,Sullivan County, NH
CN3400100000000,34,1,2018,"118,969","111,968","7,001",5.9,Atlantic County, NJ
CN3400300000000,34,3,2018,"472,001","455,773","16,228",3.4,Bergen County, NJ
CN3400500000000,34,5,2018,"227,445","218,877","8,568",3.8,Burlington County, NJ
CN3400700000000,34,7,2018,"249,945","238,357","11,588",4.6,Camden County, NJ
CN3400900000000,34,9,2018,"45,785","41,945","3,840",8.4,Cape May County, NJ
CN3401100000000,34,11,2018,"64,289","60,128","4,161",6.5,Cumberland County, NJ
CN3401300000000,34,13,2018,"364,346","345,495","18,851",5.2,Essex County, NJ
CN3401500000000,34,15,2018,"147,175","140,940","6,235",4.2,Gloucester County, NJ
CN3401700000000,34,17,2018,"357,639","343,787","13,852",3.9,Hudson County, NJ
CN3401900000000,34,19,2018,"63,020","60,971","2,049",3.3,Hunterdon County, NJ
CN3402100000000,34,21,2018,"196,494","189,277","7,217",3.7,Mercer County, NJ
CN3402300000000,34,23,2018,"435,053","419,262","15,791",3.6,Middlesex County, NJ
CN3402500000000,34,25,2018,"323,106","311,236","11,870",3.7,Monmouth County, NJ
CN3402700000000,34,27,2018,"252,984","244,696","8,288",3.3,Morris County, NJ
CN3402900000000,34,29,2018,"266,971","255,456","11,515",4.3,Ocean County, NJ
CN3403100000000,34,31,2018,"239,206","227,001","12,205",5.1,Passaic County, NJ
CN3403300000000,34,33,2018,"28,795","27,226","1,569",5.4,Salem County, NJ
CN3403500000000,34,35,2018,"169,129","163,318","5,811",3.4,Somerset County, NJ
CN3403700000000,34,37,2018,"72,560","69,689","2,871",4,Sussex County, NJ
CN3403900000000,34,39,2018,"272,683","260,935","11,748",4.3,Union County, NJ
CN3404100000000,34,41,2018,"55,348","53,230","2,118",3.8,Warren County, NJ
CN3500100000000,35,1,2018,"329,380","314,530","14,850",4.5,Bernalillo County, NM
CN3500300000000,35,3,2018,"1,117","1,045",72,6.4,Catron County, NM
CN3500500000000,35,5,2018,"27,137","25,818","1,319",4.9,Chaves County, NM
CN3500600000000,35,6,2018,"8,927","8,366",561,6.3,Cibola County, NM
CN3500700000000,35,7,2018,"5,480","5,209",271,4.9,Colfax County, NM
CN3500900000000,35,9,2018,"21,629","20,751",878,4.1,Curry County, NM
CN3501100000000,35,11,2018,768,733,35,4.6,De Baca County, NM
CN3501300000000,35,13,2018,"96,769","91,299","5,470",5.7,Dona Ana County, NM
CN3501500000000,35,15,2018,"31,376","30,331","1,045",3.3,Eddy County, NM
CN3501700000000,35,17,2018,"12,248","11,647",601,4.9,Grant County, NM
CN3501900000000,35,19,2018,"1,624","1,534",90,5.5,Guadalupe County, NM
CN3502100000000,35,21,2018,283,268,15,5.3,Harding County, NM
CN3502300000000,35,23,2018,"2,190","2,106",84,3.8,Hidalgo County, NM
CN3502500000000,35,25,2018,"29,873","28,642","1,231",4.1,Lea County, NM
CN3502700000000,35,27,2018,"8,702","8,306",396,4.6,Lincoln County, NM
CN3502800000000,35,28,2018,"9,098","8,790",308,3.4,Los Alamos County, NM
CN3502900000000,35,29,2018,"10,107","8,904","1,203",11.9,Luna County, NM
CN3503100000000,35,31,2018,"23,810","22,111","1,699",7.1,McKinley County, NM
CN3503300000000,35,33,2018,"2,266","2,127",139,6.1,Mora County, NM
CN3503500000000,35,35,2018,"24,601","23,398","1,203",4.9,Otero County, NM
CN3503700000000,35,37,2018,"3,202","3,047",155,4.8,Quay County, NM
CN3503900000000,35,39,2018,"16,670","15,802",868,5.2,Rio Arriba County, NM
CN3504100000000,35,41,2018,"7,875","7,533",342,4.3,Roosevelt County, NM
CN3504300000000,35,43,2018,"64,633","61,416","3,217",5,Sandoval County, NM
CN3504500000000,35,45,2018,"52,537","49,508","3,029",5.8,San Juan County, NM
CN3504700000000,35,47,2018,"10,939","10,289",650,5.9,San Miguel County, NM
CN3504900000000,35,49,2018,"73,974","70,909","3,065",4.1,Santa Fe County, NM
CN3505100000000,35,51,2018,"4,097","3,808",289,7.1,Sierra County, NM
CN3505300000000,35,53,2018,"6,455","6,112",343,5.3,Socorro County, NM
CN3505500000000,35,55,2018,"14,985","14,010",975,6.5,Taos County, NM
CN3505700000000,35,57,2018,"5,603","5,176",427,7.6,Torrance County, NM
CN3505900000000,35,59,2018,"1,773","1,714",59,3.3,Union County, NM
CN3506100000000,35,61,2018,"30,234","28,584","1,650",5.5,Valencia County, NM
CN3200100000000,32,1,2018,"11,214","10,778",436,3.9,Churchill County, NV
